
#;NAME;P0;P1;BINARY;ASSOC;PSR;
;;(s);;(type);;TYPE;
1280;J1614-2230;0.003151;9.62e-21;ELL1;GRS:4FGL_J1614.5-2230[aab+22],OPT:[bk11];HE[aaa+09f];
1281;J1614-2318;0.033504;5.15e-20;BT;*;*;
1282;J1614-3846;0.464106;9.20e-16;*;*;*;
1283;J1614-3937;0.407292;1.59e-16;*;*;*;
1284;J1614-4608;0.888793;*;*;*;*;
1285;B1610-50;0.231694;4.95e-13;*;GRS:4FGL_J1614.5-5047[aab+22];HE[jlm+92],HE[aab+22];
1286;J1614-5144;1.534008;7.44e-15;*;*;*;
1287;J1614-5402;0.572592;2.90e-17;*;*;*;
1288;B1612-29;2.477568;1.58e-15;*;*;*;
1289;J1615-4958;0.558258;1.46e-15;*;*;*;
1290;J1615-5137;0.179278;1.06e-14;*;GRS:4FGL_J1615.3-5136[aab+22];NRAD[pvc19];
1291;J1615-5444;0.360958;3.38e-16;*;*;*;
1292;B1611-55;0.791526;2.00e-15;*;*;*;
1293;J1615-5609;0.003359;*;?;*;*;
1294;J1616-5017;0.491384;4.66e-14;*;*;*;
1295;J1616-5109;1.219594;1.91e-14;*;*;*;
1296;J1616-5208;1.025831;2.89e-14;*;*;*;
1297;J1617+1123;0.894924;3.02e-16;*;*;*;
1298;J1617-4216;3.428466;1.81e-14;*;*;*;
1299;J1617-4608;0.567080;1.65e-14;*;*;*;
1300;J1617-5055;0.069357;1.35e-13;*;GRS:J1616-508[aab+06];HE[tkt+98];
1301;J1618-36;0.005779;*;*;*;*;
1302;J1618-3921;0.011987;5.41e-20;T2;*;*;
1303;J1618-42;1.867136;*;*;*;*;
1304;J1618-4624;0.005931;3.10e-21;ELL1;GRS:4FGL_J1618.7-4633[aab+22];HE[ccb+20],HE[aab+22];
1305;J1618-4723;0.203553;1.99e-15;*;*;*;
1306;J1619+3953;1.883798;1.23e-15;*;*;*;
1307;J1619-3345;1.158600;*;*;*;RRAT[mss+20];
1308;J1619-42;1.023152;*;*;*;*;
1309;J1620-4927;0.171935;1.05e-14;*;GRS:4FGL_J1620.7-4927[aab+22];NRAD[aab+22];
1310;J1620-5414;1.156360;6.74e-17;*;*;*;
1311;J1621-5039;1.084020;1.30e-14;*;*;*;
1312;J1621-5243;0.371924;7.68e-16;*;*;*;
1313;J1622-0315;0.003845;1.14e-20;BTX;GRS:4FGL_J1623.0-0315[aab+22];HE;
1314;J1622-3751;0.731463;2.57e-15;*;*;*;
1315;J1622-4332;0.916938;1.56e-15;*;*;*;
1316;J1622-4347;0.457681;5.05e-15;*;*;*;
1317;J1622-4802;0.265072;3.09e-16;*;*;*;
1318;J1622-4845;0.735092;1.10e-16;*;*;*;
1319;J1622-4944;1.072968;1.71e-14;*;*;*;
1320;J1622-4950;4.327020;2.78e-12;*;XRS:CXOU_J162244.8-495054,SNR:G333.9+0.0;AXP,HE;
1321;J1622-6617;0.023623;5.88e-20;ELL1;*;*;
1322;J1623-0841;0.503015;1.96e-15;*;*;RRAT;
1323;B1620-09;1.276446;2.58e-15;*;*;*;
1324;B1620-26;0.011076;6.71e-19;BT;GC:NGC6121(M4),XRS:[pkgw07];*;
1325;B1620-42;0.364591;1.01e-15;*;*;*;
1326;J1623-4608;0.866306;*;*;*;*;
1327;J1623-4931;0.492347;*;*;*;*;
1328;J1623-4949;0.725732;4.21e-14;*;*;*;
1329;J1623-5005;0.085072;4.16e-15;*;GRS:4FGL_J1623.0-5004[aab+22];NRAD[cwp+17];
1330;J1623-6936;0.002410;*;ELL1;GRS:4FGL_J1623.9-6936[cbb+23];*;
1331;J1624+5850;0.651801;3.31e-16;*;*;*;
1332;J1624+8643;0.395763;2.55e-16;*;*;*;
1333;J1624-39;0.002960;*;*;GRS:4FGL_J1624.3-3952[aab+22];HE[trr+21],HE[aab+22];
1334;J1624-4041;0.167861;4.72e-15;*;GRS:4FGL_J1624.1-4042[aab+22];NRAD[aab+22];
1335;J1624-4411;0.233164;7.99e-16;*;*;*;
1336;J1624-4613;0.871243;6.07e-17;*;*;*;
1337;J1624-4721;0.448723;4.15e-15;*;*;*;
1338;J1625-0021;0.002834;2.13e-20;ELL1;GRS:4FGL_J1625.1-0020[aab+22];HE[drc+21];
1339;J1625-4048;2.355278;4.43e-16;*;*;*;
1340;J1625-4904;0.460339;1.68e-14;*;*;*;
1341;J1625-4913;0.355856;6.65e-15;*;*;*;
1342;J1626-44;0.308354;*;*;*;*;
1343;J1626-4537;0.370141;8.28e-15;*;*;*;
1344;J1626-4807;0.293928;1.75e-14;*;*;*;
1345;J1626-6621;0.450868;7.66e-16;*;*;*;
1346;J1627+1419;0.490857;3.93e-16;*;*;*;
1347;J1627+3219;0.002183;5.48e-21;ELL1;GRS:4FGL_J1627.7+3219[aab+22];NRAD[aab+22];
1348;J1627-4706;0.140746;1.73e-15;*;*;*;
1349;J1627-4845;0.612331;3.64e-15;*;*;*;
1350;J1627-49;0.623678;*;*;*;*;
1351;J1627-51;0.439684;*;*;*;*;
1352;J1627-5547;0.352464;7.38e-16;*;*;*;
1353;J1627-5936;0.354234;8.00e-18;*;*;*;
1354;J1628+4406;0.181178;1.94e-17;*;*;*;
1355;J1628-3205;0.003212;1.20e-20;BTX;GRS:4FGL_J1628.1-3204[aab+22],OPT:[lht14;HE;
1356;J1628-4804;0.865971;1.24e-15;*;*;*;
1357;J1628-4828;4.137539;1.75e-14;*;*;*;
1358;J1629+33;1.525000;*;*;*;*;
1359;J1629-3636;2.988193;7.00e-15;*;*;*;
1360;J1629-3825;0.526365;4.44e-16;*;*;*;
1361;J1629-6902;0.006001;1.00e-20;*;*;*;
1362;J1630+3550;0.003229;2.09e-20;ELL1;*;*;
1363;J1630+3734;0.003318;1.07e-20;BT;GRS:4FGL_J1630.6+3734[aab+22];HE;
1364;J1630-2609;1.912420;1.57e-15;*;*;*;
1365;J1630-4719;0.559071;1.42e-14;*;*;*;
1366;B1626-47;0.575971;2.23e-14;*;*;*;
1367;J1631+1252;0.310186;4.03e-17;*;*;*;
1368;J1631-1612;0.677684;1.10e-15;*;*;*;
1369;J1631-4155;0.551241;8.81e-18;*;*;*;
1370;J1631-47;1.103334;*;*;*;*;
1371;J1632-1013;0.717637;6.60e-17;*;*;*;
1372;J1632-4509;1.046810;1.49e-14;*;*;*;
1373;J1632-4621;1.709154;7.60e-14;*;*;*;
1374;J1632-4757;0.228569;1.51e-14;*;*;*;
1375;J1632-4818;0.813672;6.49e-13;*;SNR:G336.1-0.2(?)[mbc+02];*;
1376;J1633-2009;0.935557;1.07e-15;*;*;*;
1377;B1630-44;0.436507;6.20e-15;*;*;*;
1378;J1633-4805;0.710830;7.69e-14;*;*;*;
1379;J1633-4859;2.514780;*;*;*;*;
1380;B1629-50;0.352145;3.79e-15;*;*;*;
1381;J1634+02;0.002120;*;*;GRS:4FGL_J1634.7+0235[aab+22];NRAD[aab+22];
1382;J1634-4229;2.015263;8.01e-15;*;*;*;
1383;J1634-49;0.684936;*;*;*;*;
1384;J1634-5107;0.507356;1.57e-15;*;*;*;
1385;J1634-5640;0.224201;4.10e-17;*;*;*;
1386;J1635+2332;1.208694;8.63e-16;*;*;*;
1387;B1633+24;0.490507;1.19e-16;*;*;*;
1388;J1635-1511;1.179387;2.32e-16;*;*;*;
1389;J1635-4513;1.594746;3.60e-15;*;*;*;
1390;J1635-47;0.504831;*;*;*;*;
1391;J1635-4735;2.594578;*;*;XRS:SGR_1627-41,SNR:G337.0-0.1(?)[wkv+99;AXP,NRAD;
1392;J1635-4944;0.671964;8.79e-15;*;*;*;
1393;B1630-59;0.529121;1.37e-15;*;*;*;
1394;J1636-2614;0.510454;4.06e-15;*;*;*;
1395;J1636-4217;0.555086;*;*;*;*;
1396;J1636-4440;0.206649;4.67e-14;*;*;*;
1397;J1636-4803;1.204644;2.07e-14;*;*;*;
1398;J1636-4933;0.430367;1.51e-15;*;*;*;
1399;J1636-51;0.340106;*;*;*;*;
1400;J1637-4335;0.771367;3.62e-15;*;*;*;
1401;J1637-4450;0.252870;5.75e-16;*;*;*;
1402;B1634-45;0.118773;3.19e-15;*;*;*;
1403;J1637-46;0.493091;*;*;*;*;
1404;J1637-4642;0.154047;5.93e-14;*;*;*;
1405;J1637-4721;1.165741;4.44e-15;*;*;*;
1406;J1637-4816;0.837365;5.83e-15;*;*;*;
1407;J1638+4005;0.767720;1.83e-16;*;*;*;
1408;J1638-35;0.705000;*;*;*;*;
1409;J1638-3815;0.698261;7.70e-17;*;*;*;
1410;J1638-3951;0.771130;5.90e-16;*;*;*;
1411;J1638-4233;0.510929;1.01e-14;*;*;*;
1412;J1638-4344;1.121944;2.50e-17;*;*;*;
1413;J1638-44;0.568057;*;*;*;*;
1414;J1638-4417;0.117802;1.61e-15;*;*;*;
1415;J1638-4608;0.278155;5.15e-14;*;*;*;
1416;J1638-47;0.426669;*;*;*;*;
1417;J1638-4725;0.763933;4.79e-15;MSS;*;*;
1418;J1638-5226;0.340503;2.65e-15;*;*;*;
1419;J1639-4359;0.587559;1.50e-17;*;*;*;
1420;B1635-45;0.264558;2.89e-15;*;*;*;
1421;J1640+2224;0.003163;2.82e-21;DDH;GRS:4FGL_J1640.1+2222[aab+22];HE[aab+22];
1422;J1640-4631;0.206443;9.76e-13;*;SNR:G338.3-0.0[wg96],PWN:G338.3-0.0[wg96;NRAD;
1423;J1640-4648;0.178352;8.06e-16;*;*;*;
1424;B1636-47;0.517430;4.21e-14;*;*;*;
1425;J1640-4951;0.739099;3.34e-16;*;*;*;
1426;B1639+36A;0.010378;-7.27e-20;*;GC:M13(NGC6205),XRS:[zzh21];*;
1427;B1639+36B;0.003528;-1.49e-22;ELL1;GC:M13(NGC6205),XRS:[zzh21];*;
1428;J1641+3627C;0.003722;1.23e-21;*;GC:M13(NGC6205),XRS:[zzh21];*;
1429;J1641+3627D;0.003118;-2.35e-20;ELL1;GC:M13(NGC6205),XRS:[zzh21],OPT:[zzh21];*;
1430;J1641+3627E;0.002487;1.74e-20;ELL1;GC:M13(NGC6205),XRS:[zzh21];*;
1431;J1641+3627F;0.003004;1.40e-20;ELL1;GC:M13(NGC6205),XRS:[zzh21],OPT:[zzh21];*;
1432;J1641+8049;0.002021;8.95e-21;ELL1;GRS:4FGL_J1641.2+8049[aab+22],OPT:[lsk+1;HE[aab+22];
1433;J1641-2347;1.091008;4.11e-17;*;*;*;
1434;J1641-5317;0.175106;3.70e-15;*;GRS:4FGL_J1641.2-5317[aab+22];NRAD[aab+22];
1435;J1643+1338;1.099047;7.78e-16;*;*;*;
1436;J1643-10;*;*;*;*;*;
1437;J1643-1224;0.004622;1.85e-20;T2;*;*;
1438;J1643-4505;0.237390;3.18e-14;*;*;*;
1439;J1643-4522;1.347899;8.28e-15;*;*;*;
1440;J1643-4550;0.717508;3.00e-14;*;*;*;
1441;J1644-33;0.397000;*;*;*;*;
1442;J1644-44;0.173911;*;*;*;*;
1443;B1641-45;0.455078;2.01e-14;*;*;*;
1444;J1644-46;0.250941;*;*;*;*;
1445;J1644-4657;0.125962;7.50e-16;*;*;*;
1446;J1645+1012;0.410861;8.13e-17;*;*;*;
1447;B1642-03;0.387690;1.78e-15;*;*;*;
1448;J1645-4836;1.660080;*;*;*;*;
1449;J1646-1910;4.817736;1.00e-14;*;*;*;
1450;J1646-2142;0.005853;8.34e-21;*;*;*;
1451;J1646-4308;0.840680;1.10e-16;*;*;*;
1452;B1643-43;0.231603;1.13e-13;*;SNR:G341.2+0.9(?)[fgw94];*;
1453;J1646-5123;0.530075;2.10e-15;*;*;*;
1454;B1641-68;1.785613;1.70e-15;*;*;*;
1455;J1647+6608;1.599798;7.84e-15;*;*;*;
1456;J1647-3607;0.212316;1.29e-16;*;*;RRAT;
1457;J1647-4552;10.610656;8.33e-13;*;XRS:CXO_J164710.2-455216;AXP,NRAD;
1458;J1648-3256;0.719455;3.53e-15;*;*;*;
1459;J1648-4458;0.629632;1.85e-15;*;*;*;
1460;J1648-4611;0.164958;2.37e-14;*;GRS:4FGL_J1648.4-4611[aab+22];HE[aab+22];
1461;J1648-6044;0.583765;4.29e-16;*;*;*;
1462;J1649+2533;1.015257;5.59e-16;*;*;*;
1463;J1649-3012;0.003424;1.33e-20;*;GRS:4FGL_J1649.8-3010[aab+22];NRAD[nie+20];
1464;J1649-3752;0.587242;*;*;*;*;
1465;J1649-3805;0.262026;3.64e-17;*;*;*;
1466;J1649-3935;0.770910;3.91e-17;*;*;*;
1467;J1649-4230;0.676410;*;*;*;*;
1468;J1649-4349;0.870712;4.40e-17;*;*;*;
1469;J1649-4653;0.557036;4.96e-14;*;*;*;
1470;J1649-4729;0.297692;6.55e-15;*;*;*;
1471;J1649-5553;0.613571;1.70e-15;*;*;*;
1472;J1650-1654;1.749552;3.20e-15;*;*;*;
1473;J1650-4126;0.308918;1.98e-17;*;*;*;
1474;J1650-4341;0.309398;1.67e-17;*;*;*;
1475;J1650-4502;0.380870;1.61e-14;*;*;*;
1476;J1650-4601;0.127123;1.51e-14;*;GRS:4FGL_J1650.3-4600[aab+22];NRAD[aab+22];
1477;J1650-4921;0.156400;1.82e-15;*;*;*;
1478;J1650-5025;0.059676;*;*;*;*;
1479;J1651+14;0.828000;*;*;*;*;
1480;B1648-17;0.973394;3.04e-15;*;*;*;
1481;B1648-42;0.844081;4.75e-15;*;*;*;
1482;J1651-4519;0.517443;8.19e-15;*;*;*;
1483;B1647-52;0.635058;1.81e-15;*;*;*;
1484;B1647-528;0.890537;2.12e-15;*;*;*;
1485;J1651-7642;1.755311;1.36e-15;*;*;*;
1486;J1652+2651;0.915803;6.54e-16;*;*;*;
1487;J1652-1400;0.305447;1.76e-17;*;*;*;
1488;B1649-23;1.703739;3.16e-15;*;*;*;
1489;J1652-42;0.496587;*;*;*;*;
1490;J1652-4406;7.707183;9.50e-15;*;*;RRAT;
1491;J1652-4838;0.003785;*;*;*;*;
1492;J1652-5154;0.599681;*;*;*;*;
1493;J1653-0158;0.001968;2.40e-21;ELL1;GRS:4FGL_J1653.6-0158[aab+22];NRAD[aab+22];
1494;J1653-2054;0.004129;1.12e-20;ELL1;*;*;
1495;B1650-38;0.305037;2.79e-15;*;*;*;
1496;J1653-4030;1.019372;4.36e-16;*;*;*;
1497;J1653-4105;0.498978;5.41e-17;*;*;*;
1498;J1653-4249;0.612558;4.81e-15;*;*;*;
1499;J1653-4315;0.419280;1.50e-17;*;*;*;
1500;J1653-45;0.950977;*;*;*;*;
1501;J1653-4854;3.059510;3.45e-15;*;*;*;
1502;J1654-23;0.545360;*;*;*;RRAT;
1503;J1654-26;1.623730;*;*;*;*;
1504;J1654-2713;0.791822;1.68e-16;*;*;*;
1505;J1654-3710;0.939165;7.35e-16;*;*;*;
1506;J1654-4140;1.273945;1.30e-16;*;*;*;
1507;J1654-4245;1.101555;5.12e-14;*;*;*;
1508;J1655-3048;0.542936;3.66e-17;*;*;*;
1509;J1655-3844;1.193439;2.00e-15;*;*;*;
1510;J1655-401;0.276691;*;*;*;*;
1511;J1655-404;2.927288;*;*;*;*;
1512;J1656+00;1.497850;*;*;*;*;
1513;J1656+6203;0.776155;8.44e-16;*;*;*;
1514;J1656-3621;0.730134;1.28e-15;*;*;*;
1515;J1657+3304;1.570276;1.73e-15;*;*;*;
1516;J1657-0406A;0.004730;*;*;GC:M10(NGC6254)[pqm+21];*;
1517;J1657-0406B;0.007350;*;*;GC:M10(NGC6254)[pqm+21];*;
1518;J1657-4432;0.609607;8.20e-15;*;*;*;
1519;J1657-46;0.892310;*;*;*;*;
1520;J1658+3630;0.033028;1.16e-19;ELL1;*;*;
1521;J1658-2823;3.359700;*;*;*;RRAT[mss+20];
1522;J1658-4306;1.166449;4.28e-14;*;*;*;
1523;J1658-47;0.369365;*;*;*;*;
1524;J1658-4958;0.416874;3.86e-15;*;*;*;
1525;J1658-5324;0.002439;1.12e-20;*;GRS:4FGL_J1658.6-5323[aab+22],XRS:[pb15];HE;
1526;B1657-13;0.640958;6.18e-16;*;*;*;
1527;J1659-4316;0.474381;1.71e-16;*;*;*;
1528;J1659-4439;0.353293;2.50e-17;*;*;*;
1529;J1659-54;0.544573;*;*;*;*;
1530;J1700-0954;0.817312;7.52e-16;*;*;*;
1531;J1700-3312;1.358307;4.71e-15;*;*;*;
1532;J1700-3611;1.494091;4.32e-15;*;*;*;
1533;J1700-3919;0.560504;5.03e-18;*;*;*;
1534;J1700-4012;0.283792;9.91e-17;*;*;*;
1535;J1700-4422;0.755535;4.00e-17;*;*;*;
1536;J1700-4939;0.578363;1.08e-15;*;*;*;
1537;J1701-3006A;0.005242;-1.30e-19;BT;GC:M62(NGC6266);*;
1538;J1701-3006B;0.003594;-3.48e-19;BT;GC:M62(NGC6266);*;
1539;J1701-3006C;0.007613;-6.41e-20;BT;GC:M62(NGC6266);*;
1540;J1701-3006D;0.003418;1.26e-19;BT;GC:M62(NGC6266);*;
1541;J1701-3006E;0.003234;3.10e-19;BT;GC:M62(NGC6266);*;
1542;J1701-3006F;0.002295;2.22e-19;BT;GC:M62(NGC6266);*;
1543;J1701-3006G;0.004608;*;ELL1;GC:M62(NGC6266)[rgf+21];*;
1544;J1701-3130;0.291341;5.60e-17;*;*;*;
1545;B1658-37;2.454618;1.11e-14;*;*;*;
1546;B1657-45;0.322909;5.19e-16;*;*;*;
1547;J1701-4958;0.804304;1.10e-16;*;*;*;
1548;J1702-3932;0.390328;3.78e-16;*;*;*;
1549;J1702-4128;0.182136;5.23e-14;*;GRS:4FGL_J1702.9-4131[aab+22];HE[kbm+03],HE[aab+22];
1550;J1702-4145;0.345805;*;*;*;*;
1551;J1702-4217;0.227565;1.14e-17;*;*;*;
1552;J1702-4306;0.215508;9.78e-15;*;*;*;
1553;J1702-4310;0.240524;2.24e-13;*;*;*;
1554;J1702-4428;2.123506;3.30e-15;*;*;*;
1555;J1703-18;1.270240;*;*;*;*;
1556;B1700-18;0.804341;1.73e-15;*;*;*;
1557;B1700-32;1.211785;6.60e-16;*;*;*;
1558;J1703-38;6.443000;*;*;*;RRAT;
1559;J1703-4442;1.747293;1.43e-14;*;*;*;
1560;J1703-4851;1.396405;5.07e-15;*;*;*;
1561;J1704-3549;2.270547;*;*;*;*;
1562;J1704-3756;0.305234;1.13e-14;*;*;*;
1563;J1704-5236;0.230708;5.20e-17;*;*;*;
1564;B1659-60;0.306323;9.10e-16;*;*;*;
1565;J1705-04;0.237480;*;*;*;RRAT;
1566;J1705-1903;0.002480;*;*;*;*;
1567;B1702-19;0.298987;4.14e-15;*;GRS:4FGL_J1705.6-1909[aab+22];HE;
1568;J1705-3423;0.255427;1.08e-15;*;*;*;
1569;J1705-3936;0.854482;1.93e-14;*;*;*;
1570;J1705-3950;0.318941;6.06e-14;*;*;*;
1571;J1705-4108;0.861067;3.47e-14;*;*;*;
1572;J1705-4331;0.222561;7.12e-17;*;*;*;
1573;J1705-6135;0.808546;6.00e-17;*;*;*;
1574;J1706+59;1.476690;*;*;*;*;
1575;J1706-3839;0.586287;3.00e-15;*;*;*;
1576;J1706-4020;0.180632;*;*;*;*;
1577;J1706-4310;0.616979;6.51e-15;*;*;*;
1578;J1706-4434;0.429922;2.58e-15;*;*;*;
1579;J1706-6118;0.361921;2.92e-16;*;*;*;
1580;J1707+35;0.159800;*;*;*;*;
1581;B1703-40;0.581018;1.92e-15;*;*;*;
1582;J1707-4341;0.890594;5.70e-15;*;*;*;
1583;J1707-4417;5.763777;1.16e-14;*;*;RRAT;
1584;J1707-4729;0.266474;1.56e-15;*;*;*;
1585;J1708+02;0.410772;*;*;*;*;
1586;J1708-3426;0.692116;4.21e-15;*;*;*;
1587;J1708-3506;0.004505;1.14e-20;DD;*;*;
1588;J1708-3641;0.587567;1.35e-16;*;*;*;
1589;J1708-3827;1.225782;8.60e-15;*;*;*;
1590;J1708-4008;11.006262;1.96e-11;*;XRS:RXSJ170849.0-400910;AXP,NRAD;
1591;J1708-4522;1.297837;2.61e-15;*;*;*;
1592;J1708-4843;0.016657;*;?;*;*;
1593;J1708-52;0.449620;*;*;*;*;
1594;B1701-75;1.191024;1.88e-15;*;*;*;
1595;J1709+2313;0.004631;3.63e-21;BT;*;*;
1596;J1709-0333;0.003524;*;*;*;*;
1597;B1706-16;0.653054;6.31e-15;*;*;*;
1598;J1709-3626;0.447857;2.27e-15;*;*;*;
1599;J1709-3841;0.586986;7.86e-15;*;*;*;
1600;J1709-43;*;*;*;*;RRAT;
1601;J1709-4342;1.735898;8.00e-16;*;*;*;
1602;J1709-4401;0.865235;7.37e-15;*;*;*;
1603;B1706-44;0.102459;9.30e-14;*;GRS:4FGL_J1709.7-4429[aab+22],SNR:G343.1;HE[ghd02],HE[aaa+10m];
1604;J1710+4923;0.003220;1.82e-20;*;*;*;
1605;J1710-2616;0.954158;2.00e-17;*;*;*;
1606;J1710-37;0.792659;*;*;*;*;
1607;J1710-4148;0.286561;1.02e-16;*;*;*;
1608;B1709-15;0.868804;1.10e-15;*;*;*;
1609;J1711-3826;0.465365;7.41e-15;*;*;*;
1610;J1711-4322;0.102618;2.67e-17;ELL1;*;*;
1611;B1707-53;0.899233;1.55e-14;*;*;*;
1612;J1712-2715;0.255360;1.28e-15;*;*;*;
1613;J1712-391;0.778149;*;*;*;*;
1614;J1712-392;0.092528;*;*;*;*;
1615;J1713+0747;0.004570;8.53e-21;T2;GRS:4FGL_J1713.8+0747[aab+22];HE[egc+13];
1616;J1713+7810;0.432526;1.14e-16;*;*;*;
1617;J1713-3844;1.600114;1.77e-13;*;*;*;
1618;J1713-3949;0.392451;*;*;*;*;
1619;J1714-1054;0.696279;5.88e-17;*;*;*;
1620;J1714-3810;3.824936;5.88e-11;*;XRS:CXOU_J171405.7-381031,SNR:G348.7+0.3;AXP,NRAD;
1621;J1714-3830;0.084140;*;*;GRS:4FGL_J1714.4-3830[aab+22],SNR:CTB_37;NRAD[plca18];
1622;J1715+46;0.548100;*;*;*;*;
1623;J1715-3247;1.260214;9.20e-17;*;*;*;
1624;J1715-3700;0.779628;1.46e-16;*;*;*;
1625;J1715-3859;0.928108;4.40e-15;*;*;*;
1626;J1715-3903;0.278494;3.74e-14;*;*;*;
1627;J1715-4034;2.072155;3.03e-15;*;*;*;
1628;J1715-4254;0.573745;8.76e-16;*;*;*;
1629;J1716+34;0.002110;*;*;GRS:4FGL_J1716.3+3434[aab+22];NRAD[aab+22];
1630;J1716-3720;0.630314;1.80e-14;*;*;*;
1631;J1716-3811;0.829120;*;*;*;*;
1632;J1716-4005;0.311813;2.87e-15;*;*;*;
1633;J1716-4111;1.036067;2.88e-15;*;*;*;
1634;J1716-4711;0.555824;8.33e-16;*;*;*;
1635;J1717+03;3.901000;*;*;*;RRAT[dsm+16];
1636;J1717+4308A;0.003160;6.11e-20;BTX;GC:NGC6341(M92)[prl+20];*;
1637;B1714-34;0.656299;9.80e-15;*;*;*;
1638;J1717-3737;0.682419;5.29e-15;*;*;*;
1639;J1717-3847;1.149499;8.20e-16;*;*;*;
1640;J1717-3953;1.085521;3.30e-17;*;*;*;
1641;J1717-4043;0.397857;1.22e-14;*;*;*;
1642;J1717-40435;0.349929;1.75e-15;*;*;*;
1643;B1713-40;0.887719;3.70e-15;*;*;*;
1644;J1717-41;0.546234;*;*;*;*;
1645;J1717-5800;0.321793;1.96e-16;*;*;*;
1646;J1718-3714;1.289379;2.62e-14;*;*;*;
1647;J1718-3718;3.378574;1.61e-12;*;XRS:Chandra[zkm+11];HE[zkm+11];
1648;J1718-3825;0.074675;1.32e-14;*;GRS:4FGL_J1718.2-3825[aab+22],GRS:HESS_J;HE[waa+10];
1649;J1718-41;0.548419;*;*;*;*;
1650;J1718-4539;0.590473;7.51e-15;*;*;*;
1651;J1719-1438;0.005790;8.04e-21;ELL1;*;*;
1652;J1719-2330;0.453993;2.19e-15;*;*;*;
1653;J1719-3458;0.493775;1.49e-17;*;*;*;
1654;B1715-40;0.189094;1.67e-15;*;*;*;
1655;J1719-4302;0.235475;3.92e-16;*;*;*;
1656;J1720+00;3.357000;*;*;*;RRAT[dsm+16];
1657;J1720+2150;1.615664;7.40e-16;*;*;*;
1658;B1718-02;0.477715;8.28e-17;*;*;*;
1659;J1720-0533;0.003268;8.17e-21;ELL1;*;*;
1660;B1717-16;1.565601;5.80e-15;*;*;*;
1661;J1720-2446;0.874265;5.93e-16;*;*;*;
1662;B1717-29;0.620448;7.46e-16;*;*;*;
1663;J1720-36;0.092132;*;*;*;*;
1664;J1720-3659;0.351125;3.27e-17;*;*;*;
1665;B1718-19;1.004037;1.62e-15;ELL1;GC:NGC6342,GRS:4FGL_J1720.8-1937[aab+22];HE[aab+22];
1666;J1721-1939;0.404040;1.28e-16;*;*;*;
1667;J1721-2457;0.003497;5.54e-21;*;*;*;
1668;B1718-35;0.280424;2.52e-14;*;*;*;
1669;J1722+35;0.821600;*;*;*;*;
1670;B1718-32;0.477158;6.45e-16;*;*;*;
1671;B1718-36;0.399183;4.46e-15;*;*;*;
1672;B1719-37;0.236180;1.09e-14;*;*;*;
1673;J1722-4400;0.218554;3.74e-16;*;*;*;
1674;J1723-2837;0.001856;7.54e-21;ELL1;OPT:2MASS_J17232318-2837571[cls+13];*;
1675;J1723-2852;0.625034;9.00e-16;*;*;*;
1676;J1723-3659;0.202725;8.03e-15;*;*;*;
1677;J1723-38;0.765796;*;*;*;*;
1678;J1723-380;0.150924;*;*;*;*;
1679;J1723-40;1.982234;*;*;*;*;
1680;J1724-3149;0.948237;7.25e-15;*;*;*;
1681;J1724-35;1.421990;*;*;*;RRAT;
1682;J1724-3505;1.221708;2.11e-14;*;*;*;
1683;J1724-4500;1.309109;3.51e-15;*;*;*;
1684;J1725-0732;0.239919;4.30e-16;*;*;*;
1685;J1725-2852;1.257788;1.99e-15;*;*;*;
1686;J1725-3546;1.032471;1.50e-14;*;*;*;
1687;J1725-38;0.392641;*;*;*;*;
1688;J1725-3848;2.062386;2.30e-14;*;*;*;
1689;J1725-3853;0.004792;5.00e-20;*;*;*;
1690;J1725-4043;1.465071;2.79e-15;*;*;*;
1691;J1726-00;1.308600;*;*;*;*;
1692;J1726-31;0.123470;*;*;*;*;
1693;J1726-3530;1.110132;1.22e-12;*;SNR:G352.2-0.1(?)[mbc+02];*;
1694;J1726-3635;0.287432;1.44e-15;*;*;*;
1695;J1726-4006;0.882778;3.33e-15;*;*;*;
1696;J1726-52;0.631800;*;*;*;*;
1697;J1727-1609;0.002450;*;*;GRS:4FGL_J1728.1-1610[aab+22];NRAD[aab+22];
1698;J1727-2739;1.293100;1.07e-15;*;*;*;
1699;J1727-29;*;*;*;*;RRAT;
1700;J1727-2946;0.027083;2.46e-19;BT;*;*;
1701;J1727-2951;0.028405;3.10e-19;ELL1;*;*;
1702;B1726-00;0.386004;1.12e-15;*;*;*;
1703;J1728-36;0.354310;*;*;*;*;
1704;J1728-3733;0.615538;7.20e-17;*;*;*;
1705;J1728-4028;0.866343;2.33e-16;*;*;*;
1706;J1729-2117;0.066293;1.72e-19;*;*;*;
1707;J1730-2304;0.008123;2.02e-20;*;GRS:4FGL_J1730.8-2303[aab+22],XRS:[pb15];HE[lsg+15];
1708;J1730-2900;1.538427;8.85e-15;*;*;*;
1709;B1727-33;0.139506;8.41e-14;*;GRS:4FGL_J1730.5-3352[aab+22];HE[jlm+92],HE[aab+22];
1710;J1730-3353;3.270242;2.20e-14;*;*;*;
1711;J1730-34;0.099830;*;*;*;*;
1712;J1731-1847;0.002345;2.54e-20;BTX;GRS:4FGL_J1731.7-1850[aab+22],XRS:[pb15];HE[aab+22];
1713;J1731-3123;0.753048;1.68e-15;*;*;*;
1714;J1731-33;0.606900;*;*;*;*;
1715;J1731-3322;0.544671;2.81e-14;*;*;*;
